Image Path,Asymmetry Score,Area,Perimeter,Circularity,Number of Colors,Sick
DermMel\train_sep\NotMelanoma\ISIC_0031530.jpg,9685920,90762,3827,0.077874809,2,0
DermMel\train_sep\Melanoma\AUG_0_9934.jpeg,1776330,12260,844,0.216279542,3,1
DermMel\train_sep\Melanoma\ISIC_0032425.jpg,4205460,93120,4161,0.067586102,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033720.jpg,3833925,29975,2584,0.056413629,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030404.jpg,4458165,124183,2250,0.308252761,4,0
DermMel\train_sep\NotMelanoma\ISIC_0024434.jpg,4100145,29103,896,0.455545335,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026186.jpg,622965,5879,541,0.252417112,3,0
DermMel\train_sep\NotMelanoma\ISIC_0029595.jpg,2858040,65368,2181,0.172688625,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025942.jpg,6635610,74348,3433,0.079274141,5,0
DermMel\train_sep\Melanoma\AUG_0_7641.jpeg,2685660,19860,2220,0.050638771,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032481.jpg,13439010,86912,11121,0.008830838,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025821.jpg,1081710,24404,1120,0.244475214,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030074.jpg,2214420,27440,1795,0.107020029,4,0
DermMel\train_sep\Melanoma\AUG_0_4196.jpeg,1707480,11494,1654,0.052797097,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025149.jpg,3597795,51569,1925,0.174878777,2,0
DermMel\train_sep\Melanoma\AUG_0_4291.jpeg,1345890,15796,1481,0.090499644,4,1
DermMel\train_sep\NotMelanoma\ISIC_0024963.jpg,10689090,71400,7958,0.014167728,5,0
DermMel\train_sep\NotMelanoma\ISIC_0033328.jpg,2719320,23840,1390,0.155055264,3,0
DermMel\train_sep\NotMelanoma\ISIC_0030071.jpg,13625670,73986,4704,0.042016975,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025226.jpg,2004045,26585,1609,0.129042997,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029823.jpg,7113480,50618,3529,0.051075371,3,0
DermMel\train_sep\Melanoma\AUGmented_0_9512.jpeg,1208700,7874,1246,0.063733709,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026372.jpg,7974870,62518,5028,0.031075949,4,0
DermMel\train_sep\Melanoma\AUGmented_0_5470.jpeg,660960,4122,259,0.772179599,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030351.jpg,2176170,33128,1432,0.203010755,3,0
DermMel\train_sep\Melanoma\ISIC_0033470.jpg,4778190,42930,2483,0.087501866,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024804.jpg,10138800,55714,9010,0.008624315,2,0
DermMel\train_sep\Melanoma\AUG_0_5969.jpeg,742050,6282,404,0.483665451,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030278.jpg,5367750,40604,3513,0.041344942,2,0
DermMel\train_sep\Melanoma\AUG_0_4223.jpeg,626025,13069,754,0.288874715,4,1
DermMel\train_sep\NotMelanoma\ISIC_0026006.jpg,12736995,94465,9389,0.013466109,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024807.jpg,8188815,120219,9453,0.016906109,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033817.jpg,9687195,95047,5153,0.044980885,3,0
DermMel\train_sep\Melanoma\AUG_0_7954.jpeg,1686825,9191,984,0.119284066,4,1
DermMel\train_sep\Melanoma\AUG_0_4496.jpeg,2448000,20480,1945,0.068030021,4,1
DermMel\train_sep\Melanoma\AUGmented_0_6736.jpeg,846600,11650,625,0.374779437,3,1
DermMel\train_sep\Melanoma\ISIC_0034262.jpg,2642310,47180,2453,0.098530958,4,1
DermMel\train_sep\Melanoma\ISIC_0033034.jpg,4090710,81834,4221,0.057718221,5,1
DermMel\train_sep\Melanoma\AUG_0_4189.jpeg,1481040,6864,829,0.125509927,4,1
DermMel\train_sep\NotMelanoma\ISIC_0033327.jpg,3687300,75022,1939,0.250751121,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025091.jpg,4581330,40048,1534,0.213865129,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025815.jpg,6908205,48265,2316,0.113074601,3,0
DermMel\train_sep\NotMelanoma\ISIC_0034167.jpg,5594700,55682,3304,0.06409802,5,0
DermMel\train_sep\NotMelanoma\ISIC_0033448.jpg,1098540,15292,766,0.327504004,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031503.jpg,13945950,151800,12433,0.012340415,2,0
DermMel\train_sep\Melanoma\AUG_0_6063.jpeg,3453465,20187,3111,0.026210881,3,1
DermMel\train_sep\Melanoma\AUG_0_4073.jpeg,2702235,17287,1881,0.061397672,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031416.jpg,1843140,49138,1339,0.344402413,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031716.jpg,12780345,90173,8819,0.014569602,3,0
DermMel\train_sep\Melanoma\AUGmented_0_1186.jpeg,1376745,9031,1077,0.097839517,4,1
DermMel\train_sep\NotMelanoma\ISIC_0026030.jpg,4176900,31136,1632,0.146903578,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024380.jpg,4613715,41423,2552,0.079926367,3,0
DermMel\train_sep\Melanoma\AUGmented_0_1962.jpeg,1869405,12989,1017,0.157813327,3,1
DermMel\train_sep\Melanoma\ISIC_0027328.jpg,14419995,97809,12912,0.007372277,5,1
DermMel\train_sep\NotMelanoma\ISIC_0031654.jpg,6332925,114447,5413,0.049083805,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033610.jpg,2920260,20464,1914,0.070196672,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025767.jpg,8144700,79308,7990,0.015611093,3,0
DermMel\train_sep\Melanoma\AUGmented_0_1265.jpeg,1740120,12092,1668,0.054615499,2,1
DermMel\train_sep\Melanoma\AUG_0_9439.jpeg,1568250,16982,1350,0.117093062,2,1
DermMel\train_sep\NotMelanoma\ISIC_0033680.jpg,1798515,49939,1663,0.226916046,4,0
DermMel\train_sep\NotMelanoma\ISIC_0025095.jpg,8513685,59629,4211,0.042256829,2,0
DermMel\train_sep\Melanoma\ISIC_0033573.jpg,5354745,46945,3300,0.054171558,5,1
DermMel\train_sep\NotMelanoma\ISIC_0024620.jpg,3108195,35617,1846,0.131342055,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033111.jpg,3181380,31968,2893,0.047998588,4,0
DermMel\train_sep\Melanoma\AUG_0_4195.jpeg,2805510,18126,2187,0.047622728,4,1
DermMel\train_sep\NotMelanoma\ISIC_0026038.jpg,2071110,47990,1707,0.20696341,5,0
DermMel\train_sep\Melanoma\AUG_0_9893.jpeg,668100,8260,698,0.213048787,5,1
DermMel\train_sep\Melanoma\AUG_0_7944.jpeg,1921680,12410,1356,0.084812969,2,1
DermMel\train_sep\Melanoma\AUG_0_6580.jpeg,2467635,18763,2603,0.034798763,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029436.jpg,6598125,136217,6485,0.040702512,3,0
DermMel\train_sep\Melanoma\AUG_0_7917.jpeg,385815,8211,521,0.380128533,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032451.jpg,7096140,75254,3682,0.069754445,3,0
DermMel\train_sep\Melanoma\AUG_0_9815.jpeg,1093950,7624,928,0.111249175,5,1
DermMel\train_sep\NotMelanoma\ISIC_0024897.jpg,13672080,92840,6187,0.030477881,4,0
DermMel\train_sep\Melanoma\AUG_0_4100.jpeg,2136645,16129,2454,0.033656441,2,1
DermMel\train_sep\Melanoma\AUG_0_4517.jpeg,2227935,21409,1136,0.208472888,3,1
DermMel\train_sep\Melanoma\AUG_0_9716.jpeg,2337585,19311,2448,0.040494105,2,1
DermMel\train_sep\Melanoma\AUG_0_9671.jpeg,449820,11270,468,0.646609489,3,1
DermMel\train_sep\Melanoma\ISIC_0032840.jpg,10537110,78252,9414,0.011095757,3,1
DermMel\train_sep\Melanoma\AUG_0_6103.jpeg,2327640,15932,2378,0.035404337,2,1
DermMel\train_sep\Melanoma\ISIC_0033956.jpg,4955925,44433,3295,0.051428595,3,1
DermMel\train_sep\Melanoma\AUGmented_0_6140.jpeg,1264035,14465,1937,0.048447242,2,1
DermMel\train_sep\Melanoma\ISIC_0029630.jpg,11277885,82447,9795,0.010798809,4,1
DermMel\train_sep\Melanoma\ISIC_0027179.jpg,11058330,83100,7957,0.016493475,8,1
DermMel\train_sep\NotMelanoma\ISIC_0024368.jpg,10618710,99034,10291,0.011751114,3,0
DermMel\train_sep\Melanoma\AUGmented_0_8503.jpeg,2836110,14432,1609,0.070052606,7,1
DermMel\train_sep\NotMelanoma\ISIC_0031791.jpg,1748280,18980,1414,0.119290883,4,0
DermMel\train_sep\NotMelanoma\ISIC_0033135.jpg,3201780,31834,1650,0.146937683,4,0
DermMel\train_sep\NotMelanoma\ISIC_0026403.jpg,11324295,145221,8319,0.026369205,6,0
DermMel\train_sep\NotMelanoma\ISIC_0031984.jpg,3611820,42974,1414,0.270095174,3,0
DermMel\train_sep\Melanoma\AUGmented_0_6510.jpeg,2033115,15907,2178,0.042138822,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024916.jpg,2713710,50028,1569,0.255374258,2,0
DermMel\train_sep\Melanoma\AUGmented_0_6442.jpeg,1337475,12359,1141,0.119294908,3,1
DermMel\train_sep\Melanoma\AUG_0_9897.jpeg,2594625,16049,1660,0.073188301,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031321.jpg,10323675,66001,8152,0.012480502,4,0
DermMel\train_sep\NotMelanoma\ISIC_0031330.jpg,5760450,22590,961,0.307382628,2,0
DermMel\train_sep\Melanoma\ISIC_0034170.jpg,11606580,88014,11229,0.008771613,2,1
DermMel\train_sep\NotMelanoma\ISIC_0030009.jpg,12701805,93531,9219,0.013829224,2,0
DermMel\train_sep\Melanoma\AUG_0_6268.jpeg,2353140,22420,1742,0.092843001,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032486.jpg,13151625,83847,8363,0.015065141,5,0
DermMel\train_sep\NotMelanoma\ISIC_0024755.jpg,7676265,42135,8666,0.007050428,3,0
DermMel\train_sep\Melanoma\AUG_0_4886.jpeg,1220685,10629,694,0.277321366,3,1
DermMel\train_sep\Melanoma\AUG_0_4154.jpeg,1307895,9925,741,0.227145409,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026092.jpg,6748830,42746,6823,0.011538639,7,0
DermMel\train_sep\Melanoma\ISIC_0028352.jpg,11468115,81441,8439,0.014370471,3,1
DermMel\train_sep\Melanoma\AUGmented_0_6773.jpeg,2194785,14269,1732,0.059773354,2,1
DermMel\train_sep\Melanoma\AUG_0_6203.jpeg,1659285,8267,862,0.139811621,4,1
DermMel\train_sep\Melanoma\AUG_0_7581.jpeg,2378640,16698,1455,0.099117042,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024937.jpg,8107470,73544,6090,0.024918536,6,0
DermMel\train_sep\NotMelanoma\ISIC_0025988.jpg,9272565,115507,7559,0.025403261,4,0
DermMel\train_sep\Melanoma\AUG_0_7705.jpeg,2092530,11784,1164,0.10929408,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025829.jpg,5010750,86652,2225,0.219952258,2,0
DermMel\train_sep\Melanoma\AUG_0_5397.jpeg,830790,4126,490,0.215946877,4,1
DermMel\train_sep\NotMelanoma\ISIC_0033168.jpg,10165065,82457,11729,0.007532089,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030263.jpg,1366035,31853,2270,0.07767987,5,0
DermMel\train_sep\NotMelanoma\ISIC_0025160.jpg,9619875,93577,5054,0.046037158,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033115.jpg,811410,11792,632,0.370990833,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033106.jpg,10770180,63252,3421,0.067916919,3,0
DermMel\train_sep\Melanoma\ISIC_0032450.jpg,11768250,110758,6650,0.031473256,5,1
DermMel\train_sep\Melanoma\AUG_0_4712.jpeg,1758225,19599,1484,0.111834545,2,1
DermMel\train_sep\Melanoma\ISIC_0027071.jpg,12259635,77553,11064,0.007961303,5,1
DermMel\train_sep\Melanoma\AUGmented_0_1846.jpeg,2289135,13769,2036,0.041740411,3,1
DermMel\train_sep\Melanoma\AUGmented_0_9504.jpeg,1210230,12940,952,0.179419749,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025008.jpg,5842050,67516,4649,0.039255225,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032108.jpg,4278390,51758,3002,0.07217154,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029871.jpg,5887440,58742,2632,0.106558187,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031910.jpg,3716115,83553,2778,0.136052783,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025613.jpg,10628145,102035,11214,0.01019619,5,0
DermMel\train_sep\NotMelanoma\ISIC_0032305.jpg,6628215,71895,4416,0.046328733,5,0
DermMel\train_sep\Melanoma\AUGmented_0_338.jpeg,2356965,13537,1554,0.070441771,2,1
DermMel\train_sep\NotMelanoma\ISIC_0029635.jpg,2938365,60699,3169,0.075953348,2,0
DermMel\train_sep\Melanoma\AUG_0_5718.jpeg,2855745,17645,3104,0.023013788,2,1
DermMel\train_sep\Melanoma\AUG_0_9987.jpeg,1269645,10325,795,0.205288994,5,1
DermMel\train_sep\Melanoma\AUG_0_7575.jpeg,2615535,17663,2677,0.030972595,2,1
DermMel\train_sep\NotMelanoma\ISIC_0033882.jpg,3539145,50767,4221,0.0358064,3,0
DermMel\train_sep\Melanoma\AUG_0_7709.jpeg,1286730,16232,988,0.208962333,3,1
DermMel\train_sep\Melanoma\AUG_0_7169.jpeg,1206150,7378,991,0.09440635,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031974.jpg,2171835,8517,517,0.40041969,3,0
DermMel\train_sep\Melanoma\AUGmented_0_5098.jpeg,1387455,12295,1422,0.076408065,4,1
DermMel\train_sep\Melanoma\AUG_0_5067.jpeg,2348550,14454,1910,0.049788745,2,1
DermMel\train_sep\Melanoma\AUG_0_4388.jpeg,2485230,15228,1649,0.070373868,4,1
DermMel\train_sep\Melanoma\AUG_0_4580.jpeg,1242360,15562,839,0.277812225,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026010.jpg,4576485,55643,1983,0.177817693,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029942.jpg,2144295,19311,1015,0.235549693,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026035.jpg,5218320,76196,2779,0.1239838,2,0
DermMel\train_sep\Melanoma\AUG_0_7313.jpeg,2009145,14911,2501,0.029956374,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032697.jpg,4483665,117173,4499,0.072745382,4,0
DermMel\train_sep\NotMelanoma\ISIC_0025600.jpg,7936875,53069,8927,0.008368347,8,0
DermMel\train_sep\NotMelanoma\ISIC_0031879.jpg,8296170,58978,1853,0.215848516,2,0
DermMel\train_sep\Melanoma\AUG_0_9877.jpeg,2537250,14476,1940,0.048334249,3,1
DermMel\train_sep\Melanoma\AUGmented_0_6814.jpeg,1500675,7483,881,0.121152894,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030321.jpg,5906820,39792,4789,0.021802985,2,0
DermMel\train_sep\Melanoma\AUGmented_0_1335.jpeg,1347930,13250,1166,0.122469696,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029769.jpg,5996835,41607,2328,0.096474007,2,0
DermMel\train_sep\Melanoma\AUGmented_0_9878.jpeg,967980,7866,808,0.151405302,4,1
DermMel\train_sep\Melanoma\AUGmented_0_5268.jpeg,2023170,17010,1573,0.086388659,4,1
DermMel\train_sep\Melanoma\ISIC_0033700.jpg,8597070,110314,4986,0.055761693,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025511.jpg,2076465,16949,1559,0.087631796,6,0
DermMel\train_sep\Melanoma\AUG_0_5930.jpeg,2272815,22125,940,0.314657028,4,1
DermMel\train_sep\NotMelanoma\ISIC_0033824.jpg,1015665,40755,1600,0.200055638,3,0
DermMel\train_sep\Melanoma\ISIC_0027302.jpg,6657540,78276,4494,0.048704866,10,1
DermMel\train_sep\Melanoma\AUG_0_4589.jpeg,2367930,19162,2102,0.054498591,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031987.jpg,8589420,109124,7280,0.025874227,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024445.jpg,7917240,56424,5564,0.022903375,3,0
DermMel\train_sep\NotMelanoma\ISIC_0031774.jpg,7353435,31495,3071,0.041965446,3,0
DermMel\train_sep\Melanoma\AUG_0_4459.jpeg,1520055,13929,665,0.395809772,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032633.jpg,4684350,49276,2275,0.119641682,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033235.jpg,12822420,86512,8637,0.014573383,4,0
DermMel\train_sep\Melanoma\ISIC_0034068.jpg,6708030,45354,2794,0.073008371,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032178.jpg,10527165,60047,8958,0.009403273,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024969.jpg,7088490,91414,8488,0.015944534,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032786.jpg,2424540,18366,1237,0.150829067,3,0
DermMel\train_sep\Melanoma\AUG_0_9535.jpeg,1465230,11198,1268,0.087520909,5,1
DermMel\train_sep\NotMelanoma\ISIC_0032404.jpg,16890435,114449,15871,0.0057097,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024601.jpg,3636300,30768,1464,0.180396031,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032263.jpg,1493025,19427,674,0.53739771,2,0
DermMel\train_sep\Melanoma\AUG_0_9832.jpeg,686715,12475,1092,0.131463485,4,1
DermMel\train_sep\Melanoma\ISIC_0029343.jpg,1331865,17883,1784,0.070609078,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032688.jpg,5879535,71133,7386,0.016385601,3,0
DermMel\train_sep\Melanoma\AUGmented_0_6278.jpeg,1840080,12670,1180,0.114346392,3,1
DermMel\train_sep\Melanoma\AUGmented_0_5038.jpeg,1362210,7612,509,0.36920968,3,1
DermMel\train_sep\Melanoma\AUG_0_6401.jpeg,2272305,13361,2122,0.037287054,2,1
DermMel\train_sep\Melanoma\ISIC_0033644.jpg,3152310,63280,2580,0.119463964,4,1
DermMel\train_sep\Melanoma\AUGmented_0_9812.jpeg,1108740,17086,1240,0.139639053,5,1
DermMel\train_sep\Melanoma\AUG_0_5910.jpeg,2902410,19574,3239,0.023445935,3,1
DermMel\train_sep\NotMelanoma\ISIC_0034217.jpg,5469240,41048,2014,0.127169491,2,0
DermMel\train_sep\Melanoma\AUGmented_0_5804.jpeg,1457070,10044,1038,0.117144489,4,1
DermMel\train_sep\Melanoma\AUG_0_4887.jpeg,3089070,24044,1605,0.117291492,5,1
DermMel\train_sep\NotMelanoma\ISIC_0031346.jpg,5710980,34642,3558,0.034387526,3,0
DermMel\train_sep\Melanoma\ISIC_0033814.jpg,15069735,77761,8237,0.014402357,3,1
DermMel\train_sep\Melanoma\AUG_0_6168.jpeg,674220,7990,723,0.192079072,2,1
DermMel\train_sep\Melanoma\AUGmented_0_1022.jpeg,137955,2919,207,0.856058154,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025761.jpg,1177335,20165,1096,0.21095362,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033488.jpg,6620565,91489,4761,0.050720366,4,0
DermMel\train_sep\NotMelanoma\ISIC_0031456.jpg,6507855,39565,5563,0.016065821,2,0
DermMel\train_sep\Melanoma\AUGmented_0_5921.jpeg,430185,3699,373,0.334100043,5,1
DermMel\train_sep\NotMelanoma\ISIC_0029681.jpg,4189140,28240,3512,0.028771701,3,0
DermMel\train_sep\Melanoma\AUG_0_5287.jpeg,1658010,13186,1771,0.052830633,3,1
DermMel\train_sep\Melanoma\AUG_0_6051.jpeg,1598850,12004,1149,0.114260414,3,1
DermMel\train_sep\Melanoma\AUG_0_6466.jpeg,1215075,12539,608,0.426251193,2,1
DermMel\train_sep\Melanoma\ISIC_0025748.jpg,4253145,50559,3366,0.056076399,6,1
DermMel\train_sep\NotMelanoma\ISIC_0026409.jpg,14059680,114578,13891,0.007461808,6,0
DermMel\train_sep\Melanoma\AUGmented_0_8502.jpeg,1705695,16347,1498,0.091542823,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031950.jpg,1864560,18752,3017,0.025888497,5,0
DermMel\train_sep\Melanoma\AUGmented_0_6107.jpeg,1755165,12001,1363,0.081177484,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024830.jpg,6395145,66007,4937,0.034030913,3,0
DermMel\train_sep\Melanoma\AUGmented_0_5582.jpeg,2443410,12894,1361,0.087474462,4,1
DermMel\train_sep\Melanoma\AUG_0_5135.jpeg,2922045,18561,2225,0.047114133,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024574.jpg,805800,24560,905,0.37682618,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033976.jpg,4818225,73933,5095,0.035789845,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029435.jpg,2786895,29395,1660,0.134050103,2,0
DermMel\train_sep\Melanoma\AUGmented_0_8190.jpeg,608940,4230,297,0.602611385,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025694.jpg,3107940,15790,670,0.442020477,2,0
DermMel\train_sep\Melanoma\AUG_0_4381.jpeg,1712580,10516,1637,0.049313188,2,1
DermMel\train_sep\NotMelanoma\ISIC_0033613.jpg,7249140,55038,2169,0.147012209,2,0
DermMel\train_sep\Melanoma\AUG_0_7271.jpeg,1078650,10762,705,0.272097541,3,1
DermMel\train_sep\Melanoma\ISIC_0026475.jpg,2473245,24637,2254,0.060938234,5,1
DermMel\train_sep\Melanoma\AUG_0_9709.jpeg,1060290,7708,728,0.182763224,3,1
DermMel\train_sep\Melanoma\AUGmented_0_5563.jpeg,1245420,14186,1578,0.07159057,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033808.jpg,6832470,54680,3338,0.061668829,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025237.jpg,6022845,31301,3196,0.038508317,8,0
DermMel\train_sep\Melanoma\ISIC_0027590.jpg,8932395,72099,8179,0.013543743,4,1
DermMel\train_sep\Melanoma\AUGmented_0_5617.jpeg,1647300,15842,1099,0.164825533,4,1
DermMel\train_sep\Melanoma\AUGmented_0_2176.jpeg,1485885,9341,563,0.370327912,2,1
DermMel\train_sep\Melanoma\ISIC_0033630.jpg,11468625,100341,9650,0.013540468,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025170.jpg,3449640,43088,2554,0.083008853,6,0
DermMel\train_sep\NotMelanoma\ISIC_0032349.jpg,15487170,91656,11744,0.008351004,5,0
DermMel\train_sep\NotMelanoma\ISIC_0033441.jpg,1669485,15641,523,0.718573178,3,0
DermMel\train_sep\NotMelanoma\ISIC_0030204.jpg,9532155,91263,5924,0.032679432,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033119.jpg,8574120,102266,5682,0.039805096,3,0
DermMel\train_sep\Melanoma\AUG_0_7647.jpeg,1235475,8649,921,0.128131674,4,1
DermMel\train_sep\NotMelanoma\ISIC_0033203.jpg,6677430,37862,6479,0.011334372,3,0
DermMel\train_sep\NotMelanoma\ISIC_0029935.jpg,13400760,73326,7633,0.015815296,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029949.jpg,5950935,54593,8800,0.008858934,4,0
DermMel\train_sep\NotMelanoma\ISIC_0032208.jpg,13273770,80112,4468,0.050429087,2,0
DermMel\train_sep\Melanoma\AUG_0_6368.jpeg,1022550,23684,920,0.351632705,4,1
DermMel\train_sep\NotMelanoma\ISIC_0029423.jpg,1709775,19673,583,0.727349838,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025270.jpg,2758335,17715,1229,0.147382953,2,0
DermMel\train_sep\Melanoma\AUGmented_0_2349.jpeg,2463300,20982,2628,0.038177372,3,1
DermMel\train_sep\Melanoma\AUG_0_9452.jpeg,1992825,13837,1275,0.106962473,4,1
DermMel\train_sep\NotMelanoma\ISIC_0033658.jpg,6435435,68673,1176,0.623995188,5,0
DermMel\train_sep\Melanoma\ISIC_0024930.jpg,6357150,57250,3833,0.048967476,6,1
DermMel\train_sep\NotMelanoma\ISIC_0029413.jpg,12660750,99158,3908,0.081588418,5,0
DermMel\train_sep\NotMelanoma\ISIC_0026418.jpg,3548325,96489,3686,0.089243585,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026216.jpg,8040915,90411,5916,0.032461965,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029915.jpg,3000840,34360,2613,0.063238884,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029500.jpg,15536640,97256,13756,0.006458653,8,0
DermMel\train_sep\Melanoma\AUG_0_7121.jpeg,1475685,19687,1741,0.081619112,2,1
DermMel\train_sep\Melanoma\AUG_0_9714.jpeg,2867730,17604,2191,0.046082546,2,1
DermMel\train_sep\Melanoma\AUG_0_4321.jpeg,1158975,10005,1073,0.109201226,2,1
DermMel\train_sep\NotMelanoma\ISIC_0029872.jpg,6877095,51551,2992,0.072364202,4,0
DermMel\train_sep\Melanoma\AUG_0_9855.jpeg,2248335,13113,2347,0.029914775,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025305.jpg,4892940,96464,4807,0.052459831,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025843.jpg,10126815,55603,3237,0.066684161,2,0
DermMel\train_sep\Melanoma\AUG_0_5013.jpeg,1347930,7648,525,0.348689714,2,1
DermMel\train_sep\Melanoma\ISIC_0024516.jpg,8362725,76259,5747,0.029014733,5,1
DermMel\train_sep\NotMelanoma\ISIC_0032116.jpg,15530010,114590,10998,0.011904993,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026383.jpg,5613570,34530,1887,0.121860412,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026039.jpg,3998400,44470,2740,0.074434773,3,0
DermMel\train_sep\Melanoma\AUG_0_9919.jpeg,2757060,17520,2740,0.029325325,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025930.jpg,3833670,23364,1091,0.246665017,4,0
DermMel\train_sep\Melanoma\ISIC_0033226.jpg,4226625,63289,4953,0.032419136,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030042.jpg,2954940,42296,2145,0.115519305,3,0
DermMel\train_sep\Melanoma\ISIC_0026115.jpg,7682895,61733,5854,0.022637153,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032356.jpg,15407100,108430,11150,0.010959976,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024833.jpg,11569095,87011,9515,0.012077205,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026377.jpg,12293040,74276,8804,0.012041991,2,0
DermMel\train_sep\Melanoma\AUGmented_0_5726.jpeg,2705550,18748,1753,0.076665677,2,1
DermMel\train_sep\Melanoma\AUGmented_0_8490.jpeg,2939385,17651,2333,0.040752073,6,1
DermMel\train_sep\NotMelanoma\ISIC_0029576.jpg,4133295,26659,2314,0.06256436,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024557.jpg,4689705,58675,3273,0.068828919,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033164.jpg,2656845,49211,3003,0.068574301,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032386.jpg,5626065,48307,1516,0.26413231,2,0
DermMel\train_sep\Melanoma\AUGmented_0_205.jpeg,1584570,15836,1151,0.150212028,3,1
DermMel\train_sep\Melanoma\AUG_0_5895.jpeg,2581875,13999,1556,0.072658712,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031658.jpg,1015920,25334,823,0.470017426,2,0
